Default channel group,Date+hour,Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Affiliates,2027-08-26 01:00:00,1,3,1,507.51,4.43,8.15,0.75,1
Display,2027-08-26 02:00:00,3,4,2,593.6,3.54,9.1,0.33,14
Display,2027-08-26 03:00:00,1,5,4,55.75,4.54,5.72,0.12,5
Affiliates,2027-08-26 04:00:00,1,3,4,179.61,1.55,2.7,0.49,18
Social,2027-08-26 05:00:00,3,3,4,13.41,0.83,6.94,0.34,3
Organic Search,2027-08-26 06:00:00,3,5,4,115.23,4.89,4.03,0.51,17
Affiliates,2027-08-26 07:00:00,4,5,3,403.54,3.21,2.81,0.51,9
Affiliates,2027-08-26 08:00:00,1,3,2,276.11,3.13,2.68,0.5,10
Direct,2027-08-26 09:00:00,3,5,3,342.26,4.31,8.15,0.39,11
Paid Search,2027-08-26 10:00:00,3,1,2,57.75,0.69,1.44,0.18,16
Organic Search,2027-08-26 11:00:00,4,5,4,262.04,2.17,8.48,0.29,2
Affiliates,2027-08-26 12:00:00,3,2,5,124.95,1.4,8.73,0.1,19
Email,2027-08-26 13:00:00,2,2,1,416.31,4.72,3.06,0.62,7
Direct,2027-08-26 14:00:00,2,3,4,257.88,1.16,1.3,0.16,5
Social,2027-08-26 15:00:00,1,3,4,399.29,4.91,9.26,0.84,9
Organic Search,2027-08-26 16:00:00,4,4,5,81.9,2.99,6.22,0.59,16
Organic Search,2027-08-26 17:00:00,3,5,3,77.61,4.98,4.88,0.28,3
Referral,2027-08-26 18:00:00,1,2,3,355.83,1.68,2.62,0.92,15
Referral,2027-08-26 19:00:00,3,4,2,536.09,4.14,3.84,0.61,16
Organic Search,2027-08-26 20:00:00,2,3,1,449.92,0.69,8.15,0.44,2
Email,2027-08-26 21:00:00,3,1,2,484.78,0.63,2.06,0.29,10
Paid Search,2027-08-26 22:00:00,3,5,4,127.68,2.04,1.66,0.26,1
Organic Search,2027-08-26 23:00:00,3,4,3,310.25,4.13,7.43,0.85,2
Affiliates,2027-08-27 00:00:00,2,1,4,531.84,4.9,5.91,0.77,7
Direct,2027-08-27 01:00:00,2,3,4,562.49,4.9,9.63,0.29,4
Social,2027-08-27 02:00:00,4,2,3,43.65,2.2,3.02,0.73,1
Affiliates,2027-08-27 03:00:00,2,4,4,104.09,2.01,3.53,0.49,4
Direct,2027-08-27 04:00:00,1,4,4,70.91,3.6,2.4,0.92,16
Email,2027-08-27 05:00:00,3,3,1,109.98,2.98,6.74,0.99,2
Social,2027-08-27 06:00:00,2,3,2,102.83,2.65,2.52,0.3,7
Direct,2027-08-27 07:00:00,1,2,1,290,2.99,4.94,0.65,5
Display,2027-08-27 08:00:00,2,2,5,207.41,2.41,7.27,0.8,6
Email,2027-08-27 09:00:00,3,2,1,57.51,0.65,6.56,0.86,15
Social,2027-08-27 10:00:00,1,1,2,200.27,3.64,7.73,0.47,12
Paid Search,2027-08-27 11:00:00,2,1,1,541.39,1.22,4.07,0.73,8
Display,2027-08-27 12:00:00,2,3,5,282.94,1.02,8.93,0.77,16
Referral,2027-08-27 13:00:00,1,4,4,443.81,0.6,9.36,0.53,15
Direct,2027-08-27 14:00:00,4,1,4,151.71,4.97,4.93,0.66,15
Affiliates,2027-08-27 15:00:00,1,3,1,284.88,2.31,6.49,0.78,19
Display,2027-08-27 16:00:00,1,1,5,531.31,4.45,5.99,0.77,16
Referral,2027-08-27 17:00:00,1,2,2,538.93,4.53,8.51,0.17,10
Email,2027-08-27 18:00:00,1,3,5,98.43,4.28,5.93,0.66,15
Direct,2027-08-27 19:00:00,2,2,1,208.18,3.67,4.51,0.33,6
Referral,2027-08-27 20:00:00,1,5,3,210.82,3.71,1.33,0.51,7
Paid Search,2027-08-27 21:00:00,1,4,3,181.93,3,9.83,0.42,14
Direct,2027-08-27 22:00:00,3,2,5,254.37,2.39,5.51,0.2,18
Referral,2027-08-27 23:00:00,2,4,1,285.08,4.52,3.59,0.23,10
Display,2027-08-28 00:00:00,3,3,5,322.12,0.92,9.19,0.94,18
Referral,2027-08-28 01:00:00,2,5,1,35.04,3.09,9.87,0.13,16
Direct,2027-08-28 02:00:00,4,4,2,147.75,3.52,8.04,0.42,16
Affiliates,2027-08-28 03:00:00,4,1,3,390.96,2.27,6.01,0.81,14
Display,2027-08-28 04:00:00,2,3,4,401.82,0.68,8.35,0.24,2
Organic Search,2027-08-28 05:00:00,4,5,3,368.43,1.83,2.66,0.49,13
Affiliates,2027-08-28 06:00:00,4,1,4,131.4,3.52,3.83,0.64,7
Organic Search,2027-08-28 07:00:00,2,1,1,256.35,4.12,3.72,0.15,5
Social,2027-08-28 08:00:00,1,5,4,319.79,4.99,1.72,0.88,13
Direct,2027-08-28 09:00:00,3,2,2,112.15,1.85,6.34,0.37,8
Referral,2027-08-28 10:00:00,2,5,1,573.17,1.95,8.69,0.58,18
Email,2027-08-28 11:00:00,2,5,3,330.83,1.14,4.87,0.77,12
Affiliates,2027-08-28 12:00:00,2,5,3,48.29,3.99,3.91,0.86,14
Referral,2027-08-28 13:00:00,3,4,5,468.34,4.53,2.52,0.13,1
Paid Search,2027-08-28 14:00:00,2,2,4,598.98,2.5,5.27,0.55,3
Email,2027-08-28 15:00:00,3,3,1,97.15,1.64,7.62,0.68,14
Referral,2027-08-28 16:00:00,3,1,4,27.66,0.56,2.25,0.23,17
Paid Search,2027-08-28 17:00:00,4,4,2,333.13,3.94,7.23,0.44,16
Paid Search,2027-08-28 18:00:00,1,2,2,43.97,4.24,3.75,0.37,5
Display,2027-08-28 19:00:00,4,5,5,60.27,3.51,2.97,0.43,10
Direct,2027-08-28 20:00:00,2,4,1,326.25,3.21,4.66,0.85,2
Paid Search,2027-08-28 21:00:00,2,4,1,574.61,1.04,6.41,0.65,5
Referral,2027-08-28 22:00:00,3,1,4,56.84,3.15,4.39,0.45,6
Email,2027-08-28 23:00:00,4,3,5,337.35,4.74,6.06,0.38,6
Referral,2027-08-29 00:00:00,3,2,3,310.13,4.02,8.47,0.38,14
Social,2027-08-29 01:00:00,4,2,1,373.09,2.32,6.77,0.79,1
Affiliates,2027-08-29 02:00:00,4,2,1,528.94,1.04,3.09,0.66,13
Organic Search,2027-08-29 03:00:00,4,5,1,289.01,1.77,4.48,0.86,6
Email,2027-08-29 04:00:00,4,5,5,345.8,3.42,4.53,0.4,8
Organic Search,2027-08-29 05:00:00,4,4,2,350.15,4.24,7.33,0.41,18
Affiliates,2027-08-29 06:00:00,1,3,3,92.75,2.16,2.91,0.65,15
Organic Search,2027-08-29 07:00:00,2,1,2,157.97,2.87,1.72,0.98,16
Affiliates,2027-08-29 08:00:00,4,1,4,138.78,2.46,2.5,0.4,17
Affiliates,2027-08-29 09:00:00,4,3,1,201.62,3.5,8.25,0.59,11
Email,2027-08-29 10:00:00,3,2,4,146.52,0.72,3.63,0.77,10
Organic Search,2027-08-29 11:00:00,2,3,4,211.54,3.17,3.15,0.61,10
Social,2027-08-29 12:00:00,2,1,1,403.23,1.65,2.02,0.52,18
Social,2027-08-29 13:00:00,2,5,5,185.51,2.09,7.48,0.33,12
Display,2027-08-29 14:00:00,4,3,4,298.35,3.88,1.19,0.34,3
Referral,2027-08-29 15:00:00,3,4,5,543.36,2.84,1.26,0.94,9
Email,2027-08-29 16:00:00,2,5,2,548.88,0.92,3.23,0.48,4
Affiliates,2027-08-29 17:00:00,3,4,3,536.83,3.42,9.44,0.56,6
Display,2027-08-29 18:00:00,1,4,3,255.59,4.24,6.69,0.79,11
Display,2027-08-29 19:00:00,1,3,3,424.26,2.41,2.99,0.69,10
Display,2027-08-29 20:00:00,3,4,3,185.16,2.64,7.47,0.57,15
Direct,2027-08-29 21:00:00,4,2,5,446.73,1.59,4.16,0.52,3
Paid Search,2027-08-29 22:00:00,2,3,2,574.7,1.33,5.18,0.42,9
Referral,2027-08-29 23:00:00,1,1,5,512.58,2.36,4.37,0.24,8
Organic Search,2027-08-30 00:00:00,1,2,4,135.87,1.05,5.07,0.76,8
Email,2027-08-30 01:00:00,3,5,1,314.19,4.15,1.15,0.52,2
Email,2027-08-30 02:00:00,4,3,4,513.13,0.95,4.29,0.51,17
Paid Search,2027-08-30 03:00:00,3,1,5,488.82,1.23,1.07,0.12,12
Social,2027-08-30 04:00:00,3,1,4,209.87,2.36,3.8,0.6,8
Social,2027-08-30 05:00:00,3,3,4,558.26,3.62,3.15,0.87,4
Email,2027-08-30 06:00:00,3,2,4,504.75,2.08,8.16,0.89,2
Social,2027-08-30 07:00:00,3,1,2,40.45,2.64,8.03,0.15,13
Direct,2027-08-30 08:00:00,4,3,2,595.67,3.57,8.02,0.75,7
Direct,2027-08-30 09:00:00,3,3,1,401.57,2.6,3.51,0.17,2
Email,2027-08-30 10:00:00,4,4,3,469.92,4.55,7.12,0.17,8
Email,2027-08-30 11:00:00,2,3,5,139.05,2.87,1.96,0.75,17
Email,2027-08-30 12:00:00,2,1,5,595.61,2.67,3.53,0.26,4
Paid Search,2027-08-30 13:00:00,2,4,2,333.61,2.03,8.8,1,16
Referral,2027-08-30 14:00:00,2,1,2,408.15,0.76,6.96,0.72,11
Referral,2027-08-30 15:00:00,1,2,1,295.72,1.81,4.38,0.78,12
Organic Search,2027-08-30 16:00:00,4,2,5,510.97,4.58,7.69,0.79,19
Email,2027-08-30 17:00:00,2,1,5,159.62,1.09,1.93,0.21,4
Paid Search,2027-08-30 18:00:00,1,5,1,75.84,2.29,4.02,0.48,14
Email,2027-08-30 19:00:00,4,5,1,377.95,1.16,6.32,0.6,16
Social,2027-08-30 20:00:00,1,5,4,26.77,3.1,7.66,0.23,17
Paid Search,2027-08-30 21:00:00,1,1,1,33.45,4.52,2.76,0.73,13
Display,2027-08-30 22:00:00,3,3,4,135.07,2.16,3.78,0.85,5
Referral,2027-08-30 23:00:00,1,4,5,13.7,0.84,5.55,0.68,3
Email,2027-08-31 00:00:00,1,3,4,52.8,4.14,4.74,0.73,7
Paid Search,2027-08-31 01:00:00,4,1,3,250.76,2.8,9.79,0.91,4
Paid Search,2027-08-31 02:00:00,1,3,2,242.38,1.89,1.66,0.68,6
Organic Search,2027-08-31 03:00:00,3,2,4,347.15,4,9.9,0.42,19
Display,2027-08-31 04:00:00,2,4,3,162.34,4.32,1.36,0.82,1
Affiliates,2027-08-31 05:00:00,2,1,1,226.97,1.6,8.53,0.92,9
Social,2027-08-31 06:00:00,4,4,1,438.6,4.6,1.56,0.43,18
Email,2027-08-31 07:00:00,4,5,1,150.33,1.25,8.11,0.39,5
Paid Search,2027-08-31 08:00:00,1,5,1,23.43,1.26,8.53,0.66,7
Referral,2027-08-31 09:00:00,4,2,3,128.69,1.2,8.27,0.23,10
Display,2027-08-31 10:00:00,1,1,2,247.15,4.63,2,0.27,10
Referral,2027-08-31 11:00:00,4,5,4,517.93,0.64,7.63,0.61,9
Display,2027-08-31 12:00:00,2,4,2,443.37,4.23,2.18,0.65,14
Email,2027-08-31 13:00:00,2,4,4,385.5,0.53,3.89,0.5,1
Organic Search,2027-08-31 14:00:00,2,2,2,212,4.43,6.16,0.2,4
Email,2027-08-31 15:00:00,2,5,3,418.72,1.41,4.94,0.9,2
Organic Search,2027-08-31 16:00:00,1,3,3,350.99,3.85,8.45,0.74,17
Social,2027-08-31 17:00:00,1,5,1,420.28,2.67,5.27,0.75,3
Paid Search,2027-08-31 18:00:00,1,2,5,599.14,3.09,4.54,0.32,2
Affiliates,2027-08-31 19:00:00,2,5,3,481.75,2.4,3.1,0.5,10
Referral,2027-08-31 20:00:00,3,1,3,279.53,3.46,8.05,0.94,6
Affiliates,2027-08-31 21:00:00,2,2,1,577.87,2.55,9.96,0.75,12
Direct,2027-08-31 22:00:00,2,3,5,128.76,3.2,7.96,0.21,1
Direct,2027-08-31 23:00:00,3,4,3,383.98,4.21,9.92,0.64,16
Referral,2027-09-01 00:00:00,3,5,3,204.09,2.97,1.46,0.7,2
Social,2027-09-01 01:00:00,4,4,2,69.79,2.06,6.95,0.74,9
Direct,2027-09-01 02:00:00,2,2,4,585.89,1.84,6.98,0.71,3
Display,2027-09-01 03:00:00,3,4,4,302.43,3.76,3.22,0.53,14
Affiliates,2027-09-01 04:00:00,4,1,2,256.52,0.76,8.39,0.53,11
Affiliates,2027-09-01 05:00:00,3,2,4,96.83,2.42,3.77,0.76,7
Organic Search,2027-09-01 06:00:00,3,2,1,471.87,3.91,3.29,0.87,19
Referral,2027-09-01 07:00:00,4,5,5,140.23,4.36,4.16,0.2,13
Direct,2027-09-01 08:00:00,2,2,3,267.55,0.57,1.57,0.82,4
Referral,2027-09-01 09:00:00,4,1,4,287.3,2.53,4.91,0.69,3
Paid Search,2027-09-01 10:00:00,2,5,3,110.82,4.41,2.98,0.17,19
Direct,2027-09-01 11:00:00,3,1,2,470.96,4.97,6.93,0.91,18
Paid Search,2027-09-01 12:00:00,4,3,2,491.36,3.75,4.54,0.21,15
Affiliates,2027-09-01 13:00:00,1,5,4,576.34,4.92,7.16,0.2,16
Paid Search,2027-09-01 14:00:00,3,2,2,305.76,2.48,6.74,0.79,14
Referral,2027-09-01 15:00:00,4,2,4,243.9,1.32,10,0.67,18
Email,2027-09-01 16:00:00,3,2,1,221.92,1.75,6.16,0.4,9
Social,2027-09-01 17:00:00,4,3,4,565.98,3.06,6.5,0.63,10
Affiliates,2027-09-01 18:00:00,2,1,2,457.74,0.83,9.36,0.52,1
Email,2027-09-01 19:00:00,1,2,1,313.91,3.88,8.47,0.54,2
Direct,2027-09-01 20:00:00,3,4,1,437.31,3.38,3.24,0.24,6
Paid Search,2027-09-01 21:00:00,1,2,4,270.27,4.06,8.33,0.65,16
Paid Search,2027-09-01 22:00:00,2,5,3,464.64,1.71,2.27,0.24,12
Direct,2027-09-01 23:00:00,4,5,3,558.26,2.32,9.2,0.93,15
Affiliates,2027-09-02 00:00:00,1,4,2,137.05,0.78,5.56,0.85,5
Email,2027-09-02 01:00:00,4,3,4,227.59,3.89,3.12,0.15,15
Display,2027-09-02 02:00:00,2,5,3,392.93,4.58,3.44,0.42,15
Referral,2027-09-02 03:00:00,3,3,4,317.21,1.2,2.56,0.67,1
Affiliates,2027-09-02 04:00:00,2,3,3,296.58,1.82,5.42,0.62,12
Referral,2027-09-02 05:00:00,1,4,1,504.51,0.85,2.63,0.79,6
Paid Search,2027-09-02 06:00:00,1,5,4,452.39,1.82,1.23,0.49,2
Paid Search,2027-09-02 07:00:00,1,2,3,319.51,2.1,5.74,0.71,5
Social,2027-09-02 08:00:00,4,3,5,155.02,2.92,1.92,0.22,18
Referral,2027-09-02 09:00:00,3,3,2,467.72,2.25,4,0.27,6
Referral,2027-09-02 10:00:00,1,5,2,268.59,1.12,6.77,0.85,13
Paid Search,2027-09-02 11:00:00,1,5,4,553.31,2.89,3.04,0.54,9
Organic Search,2027-09-02 12:00:00,1,4,5,11.74,4.65,4.63,0.33,17
Display,2027-09-02 13:00:00,2,1,1,345.18,3.98,1.72,0.16,5
Direct,2027-09-02 14:00:00,1,1,2,373.33,0.86,5.77,0.53,1
Referral,2027-09-02 15:00:00,2,1,4,91.19,2.17,8.22,0.3,10
Organic Search,2027-09-02 16:00:00,1,3,2,308.75,1.48,8.81,0.11,18
Display,2027-09-02 17:00:00,2,4,4,78.31,4.95,3.06,0.87,17
Email,2027-09-02 18:00:00,4,1,5,245.89,4.38,1.7,0.7,12
Social,2027-09-02 19:00:00,4,5,3,409.37,3.93,3.91,0.63,11
Organic Search,2027-09-02 20:00:00,2,3,3,412.72,4.26,6.16,0.81,4
Organic Search,2027-09-02 21:00:00,3,3,3,293.02,1.25,9.65,0.71,15
Referral,2027-09-02 22:00:00,3,5,3,498.55,2.61,4.11,0.35,13
Paid Search,2027-09-02 23:00:00,2,4,1,350.87,3.29,3.33,0.69,14
Organic Search,2027-09-03 00:00:00,4,4,4,364.8,3.74,4.83,0.29,12
Referral,2027-09-03 01:00:00,2,1,1,113.26,2.36,6.55,0.86,4
Display,2027-09-03 02:00:00,3,5,3,286.45,2.09,9.27,0.5,4
Social,2027-09-03 03:00:00,2,2,3,38.83,0.75,2.99,0.81,3
Email,2027-09-03 04:00:00,4,4,5,161.88,3.74,3.45,0.94,11
Paid Search,2027-09-03 05:00:00,3,1,2,131.21,2.69,5.01,0.82,10
Organic Search,2027-09-03 06:00:00,3,3,3,230.68,2,9.09,0.76,8
Organic Search,2027-09-03 07:00:00,1,4,1,288.69,4.69,4.52,0.67,13
Direct,2027-09-03 08:00:00,1,2,1,144.27,1.05,4.5,0.58,1
Paid Search,2027-09-03 09:00:00,3,3,1,45.25,0.68,8.67,0.46,11
Direct,2027-09-03 10:00:00,3,3,5,215.16,2.4,3.27,0.69,18
Social,2027-09-03 11:00:00,2,5,1,69.63,0.93,4.5,0.68,8
Paid Search,2027-09-03 12:00:00,4,5,4,90.86,3.13,1.28,0.88,17
Social,2027-09-03 13:00:00,3,4,4,486.42,2.29,8.69,0.68,7
Organic Search,2027-09-03 14:00:00,4,2,5,255.32,2.1,2.84,0.74,17
Paid Search,2027-09-03 15:00:00,3,5,4,214.58,3.43,9.76,0.74,11
Affiliates,2027-09-03 16:00:00,4,1,5,48.27,4.14,1.35,0.19,7
Organic Search,2027-09-03 17:00:00,1,3,5,243.58,0.66,7.08,0.66,9
Direct,2027-09-03 18:00:00,3,1,5,339.74,3.81,7.47,0.88,4
Social,2027-09-03 19:00:00,2,3,4,204.45,2.37,6.82,0.12,5
Display,2027-09-03 20:00:00,4,1,3,342.58,4.07,2.2,0.82,12
Paid Search,2027-09-03 21:00:00,3,3,4,599.35,2.55,7.92,0.44,15
Display,2027-09-03 22:00:00,1,5,5,253.37,4.78,5.86,0.78,4
Affiliates,2027-09-03 23:00:00,1,1,2,342.17,3.34,6.46,0.59,4
Affiliates,2027-09-04 00:00:00,1,4,4,118.67,1.44,4.17,0.53,16
Referral,2027-09-04 01:00:00,1,4,2,416.43,2.18,4.8,0.31,17
Direct,2027-09-04 02:00:00,3,2,4,16.59,0.86,1.73,0.18,4
Paid Search,2027-09-04 03:00:00,2,2,5,118.34,3.65,9.91,0.5,6
Social,2027-09-04 04:00:00,4,2,4,225.63,0.88,2.74,0.17,18
Affiliates,2027-09-04 05:00:00,2,1,1,453.13,1.54,2.05,0.54,13
Organic Search,2027-09-04 06:00:00,4,3,1,440.01,4.69,2.76,0.84,1
Referral,2027-09-04 07:00:00,2,2,5,530.79,1.96,9.76,0.99,3
Direct,2027-09-04 08:00:00,3,5,3,580.49,3.69,9.26,0.68,12
Organic Search,2027-09-04 09:00:00,3,4,2,124.5,3.46,1.06,0.6,14
Social,2027-09-04 10:00:00,4,4,4,570.67,0.92,4.66,0.78,10
Referral,2027-09-04 11:00:00,3,5,5,152.64,1.18,8.38,0.41,1
Social,2027-09-04 12:00:00,4,4,2,375.46,1.78,9.94,0.72,1
Affiliates,2027-09-04 13:00:00,2,1,4,105.4,2.19,8.13,0.61,5
Social,2027-09-04 14:00:00,3,5,4,22.79,3.93,7.14,0.98,9
Referral,2027-09-04 15:00:00,3,1,3,196.16,1,8.97,0.79,10
Referral,2027-09-04 16:00:00,4,4,2,141.02,4.77,7.74,0.11,4
Social,2027-09-04 17:00:00,4,5,4,211.61,2.79,8.23,0.39,13
Social,2027-09-04 18:00:00,4,5,3,174.57,1.28,3.39,0.28,10
Direct,2027-09-04 19:00:00,4,5,1,78.12,1,6.93,0.33,12
Paid Search,2027-09-04 20:00:00,1,4,3,133.11,4.29,8.98,0.89,12
Organic Search,2027-09-04 21:00:00,4,4,2,61.79,4.79,5.65,0.68,10
Display,2027-09-04 22:00:00,1,4,3,322.87,4.65,9.12,0.34,8
Email,2027-09-04 23:00:00,2,2,1,498.36,3.34,9.27,0.94,18
Paid Search,2027-09-05 00:00:00,4,2,1,347.71,0.77,5.43,0.92,16
Organic Search,2027-09-05 01:00:00,1,3,2,201.56,2.95,3.73,0.37,19
Organic Search,2027-09-05 02:00:00,1,5,5,509.38,3.85,1.45,0.71,19
Social,2027-09-05 03:00:00,1,4,3,100.52,2.28,8.17,0.15,15
Display,2027-09-05 04:00:00,3,5,2,497.42,4.02,5.83,0.95,8
Organic Search,2027-09-05 05:00:00,1,1,4,373.96,1.48,7.77,0.89,16
Paid Search,2027-09-05 06:00:00,4,1,3,128.29,2.1,2.36,0.66,3
Organic Search,2027-09-05 07:00:00,4,4,1,132.71,1.43,8.29,0.91,9
Social,2027-09-05 08:00:00,4,2,3,44.71,3.2,2.16,0.56,4
Paid Search,2027-09-05 09:00:00,1,3,2,532.52,2.42,6.05,0.68,9
Referral,2027-09-05 10:00:00,1,2,5,453.35,2.93,7.71,0.37,15
Paid Search,2027-09-05 11:00:00,3,5,5,560.13,0.76,2.34,0.95,5
Referral,2027-09-05 12:00:00,2,2,4,143.59,4.83,6.32,0.95,13
Email,2027-09-05 13:00:00,3,4,2,36.62,4.66,9.67,0.7,4
Email,2027-09-05 14:00:00,4,2,3,301.88,4.74,1.45,0.82,6
Email,2027-09-05 15:00:00,4,1,1,195.96,1.11,1.31,0.18,15
Affiliates,2027-09-05 16:00:00,4,4,3,254.65,3.44,2.93,0.24,18
Social,2027-09-05 17:00:00,3,4,3,283.69,2.66,7.16,0.45,3
Direct,2027-09-05 18:00:00,4,4,1,477.75,4.07,6.19,0.36,12
Organic Search,2027-09-05 19:00:00,4,2,4,433.02,1.28,9.86,0.23,11
Affiliates,2027-09-05 20:00:00,4,1,5,469.83,0.58,8.09,0.34,6
Direct,2027-09-05 21:00:00,1,2,5,143.78,0.86,3.88,0.29,1
Direct,2027-09-05 22:00:00,2,5,3,34.46,2.86,8.53,0.77,16
Referral,2027-09-05 23:00:00,1,3,2,527.96,1.21,7.92,0.62,1
Email,2027-09-06 00:00:00,1,3,5,230.33,4.75,5.3,0.91,16
Display,2027-09-06 01:00:00,2,3,4,207.45,1.11,9.17,0.99,6
Affiliates,2027-09-06 02:00:00,2,5,4,445.68,4.26,2.57,0.61,4
Direct,2027-09-06 03:00:00,3,5,1,81.55,2.06,5.36,0.25,19
Paid Search,2027-09-06 04:00:00,2,5,2,228.15,0.86,9.29,0.66,6
Affiliates,2027-09-06 05:00:00,3,1,5,280.65,3.37,4.88,0.98,14
Display,2027-09-06 06:00:00,3,4,2,592.52,2.35,6.18,0.93,2
Paid Search,2027-09-06 07:00:00,1,5,5,464.31,4.99,6.68,0.21,17
Affiliates,2027-09-06 08:00:00,4,3,1,519.39,4.05,9.44,0.64,4
Affiliates,2027-09-06 09:00:00,1,3,2,494.3,2.81,2.18,0.77,2
Affiliates,2027-09-06 10:00:00,1,2,2,178.76,4.89,2.67,0.28,4
Display,2027-09-06 11:00:00,2,4,5,112.13,2.36,5.91,0.25,12
Affiliates,2027-09-06 12:00:00,2,5,3,564.95,4.9,2.87,0.44,12
Affiliates,2027-09-06 13:00:00,3,4,5,46.41,3.03,6.07,0.43,7
Email,2027-09-06 14:00:00,3,5,2,345.89,3.24,5.25,0.71,14
Paid Search,2027-09-06 15:00:00,3,3,1,208.28,4.73,8.56,0.1,7
Referral,2027-09-06 16:00:00,2,4,1,436.64,0.8,7.04,0.27,6
Affiliates,2027-09-06 17:00:00,3,4,3,160.34,3.38,2.58,0.47,13
Affiliates,2027-09-06 18:00:00,3,5,3,460.89,1.08,6.35,0.92,2
Paid Search,2027-09-06 19:00:00,2,5,2,271.2,2.13,4.93,0.66,16
Direct,2027-09-06 20:00:00,4,4,3,312.54,3.36,2.2,0.49,10
Referral,2027-09-06 21:00:00,1,5,1,464.29,0.66,1.38,0.53,6
Paid Search,2027-09-06 22:00:00,2,4,2,384.61,4.01,6.39,0.85,15
Referral,2027-09-06 23:00:00,3,2,3,427.4,1.95,3.38,0.26,5
Affiliates,2027-09-07 00:00:00,1,4,1,366.85,4.82,5.72,0.29,15
Direct,2027-09-07 01:00:00,2,1,3,541.82,0.83,8.71,0.65,18
Organic Search,2027-09-07 02:00:00,1,4,1,156.12,2.82,8.51,0.13,3
Social,2027-09-07 03:00:00,1,2,2,173.64,1.37,7.61,0.68,5
Affiliates,2027-09-07 04:00:00,4,2,1,485.13,3.18,4.06,0.61,10
Referral,2027-09-07 05:00:00,3,3,4,43.43,2.31,4.23,0.37,9
Organic Search,2027-09-07 06:00:00,2,3,5,195.37,0.7,8.62,0.63,2
Social,2027-09-07 07:00:00,3,1,1,552.22,0.87,2.76,0.55,14
Email,2027-09-07 08:00:00,4,5,4,209.27,1.77,4.5,0.44,9
Paid Search,2027-09-07 09:00:00,4,5,3,559.25,2.1,1.59,0.37,18
Social,2027-09-07 10:00:00,2,2,5,506.13,0.61,2.04,0.21,8
Email,2027-09-07 11:00:00,2,2,1,498.21,4.93,4.17,0.28,13
Email,2027-09-07 12:00:00,4,3,1,73.13,0.59,2.88,0.7,2
Display,2027-09-07 13:00:00,2,2,2,25.15,3.21,6.93,0.29,14
Paid Search,2027-09-07 14:00:00,1,4,1,514.99,2.03,1.75,0.89,14
Affiliates,2027-09-07 15:00:00,1,4,5,428.81,2.79,7.06,0.55,5
Referral,2027-09-07 16:00:00,4,1,3,231.66,3.58,7.2,0.49,8
Social,2027-09-07 17:00:00,3,4,2,208.44,0.6,5.76,0.74,2
Paid Search,2027-09-07 18:00:00,2,1,5,54.11,4.47,3.95,0.99,11
Organic Search,2027-09-07 19:00:00,2,3,1,329.76,1.24,9.15,0.69,14
Affiliates,2027-09-07 20:00:00,1,4,5,314.26,4.94,9.27,0.93,15
Display,2027-09-07 21:00:00,2,1,5,383.71,0.74,7.06,0.13,2
Social,2027-09-07 22:00:00,3,5,3,457.02,2.06,8.39,0.96,4
Organic Search,2027-09-07 23:00:00,2,1,1,209.95,2.08,7.18,0.28,17
Referral,2027-09-08 00:00:00,2,4,4,307.81,2.72,8.39,0.59,5
Paid Search,2027-09-08 01:00:00,1,1,2,246.5,3.72,8.6,0.71,11
Email,2027-09-08 02:00:00,2,3,3,33.32,3.14,1.17,0.69,17
Affiliates,2027-09-08 03:00:00,4,2,2,145.01,0.77,8.04,0.92,18
Email,2027-09-08 04:00:00,4,5,1,510.48,2.91,2.5,0.92,5
Email,2027-09-08 05:00:00,3,3,2,314.39,3.38,5.84,0.22,8
Referral,2027-09-08 06:00:00,3,5,5,373.51,4.7,1.09,0.98,5
Paid Search,2027-09-08 07:00:00,3,5,5,404.75,1.64,5.18,0.18,2
Email,2027-09-08 08:00:00,3,1,5,537.82,2.77,4.02,0.11,13
Referral,2027-09-08 09:00:00,1,2,4,271.35,3.47,7.61,0.11,8
Display,2027-09-08 10:00:00,2,1,5,548.89,3.18,9.38,0.77,3
Direct,2027-09-08 11:00:00,1,1,5,595.56,0.65,5.52,0.96,2
Organic Search,2027-09-08 12:00:00,3,4,1,441.08,1.82,4.61,0.63,19
Email,2027-09-08 13:00:00,2,1,5,471.4,2.4,6.74,0.88,11
Social,2027-09-08 14:00:00,4,2,4,574.83,3.44,5.32,0.15,14
Social,2027-09-08 15:00:00,1,3,4,329.13,2.81,6.86,0.12,8
Referral,2027-09-08 16:00:00,2,1,3,309.45,2.02,5.83,0.75,5
Referral,2027-09-08 17:00:00,4,2,4,14.18,1.46,5.88,0.87,5
Direct,2027-09-08 18:00:00,4,1,5,158.3,4.06,2.81,0.92,18
Affiliates,2027-09-08 19:00:00,3,5,2,341.14,4.15,6.86,0.14,10
Paid Search,2027-09-08 20:00:00,4,1,3,581.57,3.16,5.41,0.67,15
Email,2027-09-08 21:00:00,4,4,4,241.54,2.79,5.11,0.69,7
Social,2027-09-08 22:00:00,3,5,3,538.65,2.65,4.55,0.63,14
Organic Search,2027-09-08 23:00:00,2,2,1,121.2,4.46,5.22,0.6,19
Display,2027-09-09 00:00:00,2,1,5,297.22,4.01,4.81,0.82,11
